interaction_id,user_id,provider_id,user_lat,user_lon,shown_rank,was_hired,rating_given,timestamp
INT_005028,USR_0063,DRV_2152,25.380976,68.335191,8,False,,2025-09-20 22:51:41
INT_005029,USR_0063,DRV_1630,25.380976,68.335191,9,False,,2025-09-20 22:51:41
INT_005030,USR_0063,DRV_1389,25.380976,68.335191,10,False,,2025-09-20 22:51:41
INT_005031,USR_0063,DRV_0082,25.380976,68.335191,1,True,4.5,2026-03-17 22:30:41
INT_005032,USR_0063,DRV_1301,25.380976,68.335191,2,False,,2026-03-17 22:30:41
INT_005033,USR_0063,DRV_0889,25.380976,68.335191,3,False,,2026-03-17 22:30:41
INT_005034,USR_0063,DRV_0916,25.380976,68.335191,4,False,,2026-03-17 22:30:41
INT_005035,USR_0063,DRV_1774,25.380976,68.335191,5,False,,2026-03-17 22:30:41
INT_005036,USR_0063,DRV_0408,25.380976,68.335191,6,False,,2026-03-17 22:30:41
INT_005037,USR_0063,DRV_0492,25.380976,68.335191,7,False,,2026-03-17 22:30:41
INT_005038,USR_0063,DRV_2152,25.380976,68.335191,8,False,,2026-03-17 22:30:41
INT_005039,USR_0063,DRV_1630,25.380976,68.335191,9,False,,2026-03-17 22:30:41
INT_005040,USR_0063,DRV_1389,25.380976,68.335191,10,False,,2026-03-17 22:30:41
INT_005041,USR_0064,DRV_2541,30.199068,66.983256,1,False,,2026-02-13 10:51:41
INT_005042,USR_0064,DRV_1823,30.199068,66.983256,2,False,,2026-02-13 10:51:41
INT_005043,USR_0064,DRV_1924,30.199068,66.983256,3,False,,2026-02-13 10:51:41
INT_005044,USR_0064,DRV_1241,30.199068,66.983256,4,True,4.4,2026-02-13 10:51:41
INT_005045,USR_0064,DRV_2560,30.199068,66.983256,5,False,,2026-02-13 10:51:41
INT_005046,USR_0064,DRV_2535,30.199068,66.983256,6,False,,2026-02-13 10:51:41
INT_005047,USR_0064,DRV_0512,30.199068,66.983256,7,False,,2026-02-13 10:51:41
INT_005048,USR_0064,DRV_1981,30.199068,66.983256,8,False,,2026-02-13 10:51:41
INT_005049,USR_0064,DRV_2679,30.199068,66.983256,9,False,,2026-02-13 10:51:41
INT_005050,USR_0064,DRV_0187,30.199068,66.983256,10,False,,2026-02-13 10:51:41
INT_005051,USR_0064,DRV_2541,30.199068,66.983256,1,True,4.3,2025-11-06 20:46:41
INT_005052,USR_0064,DRV_1823,30.199068,66.983256,2,False,,2025-11-06 20:46:41
INT_005053,USR_0064,DRV_1924,30.199068,66.983256,3,False,,2025-11-06 20:46:41
INT_005054,USR_0064,DRV_1241,30.199068,66.983256,4,False,,2025-11-06 20:46:41
INT_005055,USR_0064,DRV_2560,30.199068,66.983256,5,False,,2025-11-06 20:46:41
INT_005056,USR_0064,DRV_2535,30.199068,66.983256,6,False,,2025-11-06 20:46:41
INT_005057,USR_0064,DRV_0512,30.199068,66.983256,7,False,,2025-11-06 20:46:41
INT_005058,USR_0064,DRV_1981,30.199068,66.983256,8,False,,2025-11-06 20:46:41
INT_005059,USR_0064,DRV_2679,30.199068,66.983256,9,False,,2025-11-06 20:46:41
INT_005060,USR_0064,DRV_0187,30.199068,66.983256,10,False,,2025-11-06 20:46:41
INT_005061,USR_0064,DRV_2541,30.199068,66.983256,1,False,,2025-12-23 16:26:41
INT_005062,USR_0064,DRV_1823,30.199068,66.983256,2,False,,2025-12-23 16:26:41
INT_005063,USR_0064,DRV_1924,30.199068,66.983256,3,False,,2025-12-23 16:26:41
INT_005064,USR_0064,DRV_1241,30.199068,66.983256,4,False,,2025-12-23 16:26:41
INT_005065,USR_0064,DRV_2560,30.199068,66.983256,5,False,,2025-12-23 16:26:41
INT_005066,USR_0064,DRV_2535,30.199068,66.983256,6,False,,2025-12-23 16:26:41
INT_005067,USR_0064,DRV_0512,30.199068,66.983256,7,False,,2025-12-23 16:26:41
INT_005068,USR_0064,DRV_1981,30.199068,66.983256,8,True,4.5,2025-12-23 16:26:41
INT_005069,USR_0064,DRV_2679,30.199068,66.983256,9,False,,2025-12-23 16:26:41
INT_005070,USR_0064,DRV_0187,30.199068,66.983256,10,False,,2025-12-23 16:26:41
INT_005071,USR_0064,DRV_2541,30.199068,66.983256,1,False,,2026-02-26 00:04:41
INT_005072,USR_0064,DRV_1823,30.199068,66.983256,2,False,,2026-02-26 00:04:41
INT_005073,USR_0064,DRV_1924,30.199068,66.983256,3,False,,2026-02-26 00:04:41
INT_005074,USR_0064,DRV_1241,30.199068,66.983256,4,False,,2026-02-26 00:04:41
INT_005075,USR_0064,DRV_2560,30.199068,66.983256,5,False,,2026-02-26 00:04:41
INT_005076,USR_0064,DRV_2535,30.199068,66.983256,6,False,,2026-02-26 00:04:41
INT_005077,USR_0064,DRV_0512,30.199068,66.983256,7,False,,2026-02-26 00:04:41
INT_005078,USR_0064,DRV_1981,30.199068,66.983256,8,False,,2026-02-26 00:04:41
INT_005079,USR_0064,DRV_2679,30.199068,66.983256,9,True,3.9,2026-02-26 00:04:41
INT_005080,USR_0064,DRV_0187,30.199068,66.983256,10,False,,2026-02-26 00:04:41
INT_005081,USR_0064,DRV_2541,30.199068,66.983256,1,False,,2026-03-04 17:38:41
INT_005082,USR_0064,DRV_1823,30.199068,66.983256,2,False,,2026-03-04 17:38:41
INT_005083,USR_0064,DRV_1924,30.199068,66.983256,3,True,5.0,2026-03-04 17:38:41
INT_005084,USR_0064,DRV_1241,30.199068,66.983256,4,False,,2026-03-04 17:38:41
INT_005085,USR_0064,DRV_2560,30.199068,66.983256,5,False,,2026-03-04 17:38:41
INT_005086,USR_0064,DRV_2535,30.199068,66.983256,6,False,,2026-03-04 17:38:41
INT_005087,USR_0064,DRV_0512,30.199068,66.983256,7,False,,2026-03-04 17:38:41
INT_005088,USR_0064,DRV_1981,30.199068,66.983256,8,False,,2026-03-04 17:38:41
INT_005089,USR_0064,DRV_2679,30.199068,66.983256,9,False,,2026-03-04 17:38:41
INT_005090,USR_0064,DRV_0187,30.199068,66.983256,10,False,,2026-03-04 17:38:41
INT_005091,USR_0064,DRV_2541,30.199068,66.983256,1,False,,2026-01-30 12:49:41
INT_005092,USR_0064,DRV_1823,30.199068,66.983256,2,False,,2026-01-30 12:49:41
INT_005093,USR_0064,DRV_1924,30.199068,66.983256,3,False,,2026-01-30 12:49:41
INT_005094,USR_0064,DRV_1241,30.199068,66.983256,4,False,,2026-01-30 12:49:41
INT_005095,USR_0064,DRV_2560,30.199068,66.983256,5,False,,2026-01-30 12:49:41
INT_005096,USR_0064,DRV_2535,30.199068,66.983256,6,True,4.3,2026-01-30 12:49:41
INT_005097,USR_0064,DRV_0512,30.199068,66.983256,7,False,,2026-01-30 12:49:41
INT_005098,USR_0064,DRV_1981,30.199068,66.983256,8,False,,2026-01-30 12:49:41
INT_005099,USR_0064,DRV_2679,30.199068,66.983256,9,False,,2026-01-30 12:49:41
INT_005100,USR_0064,DRV_0187,30.199068,66.983256,10,False,,2026-01-30 12:49:41
INT_005101,USR_0064,DRV_2541,30.199068,66.983256,1,False,,2026-03-19 03:36:41
INT_005102,USR_0064,DRV_1823,30.199068,66.983256,2,False,,2026-03-19 03:36:41
INT_005103,USR_0064,DRV_1924,30.199068,66.983256,3,False,,2026-03-19 03:36:41
INT_005104,USR_0064,DRV_1241,30.199068,66.983256,4,False,,2026-03-19 03:36:41
INT_005105,USR_0064,DRV_2560,30.199068,66.983256,5,False,,2026-03-19 03:36:41
INT_005106,USR_0064,DRV_2535,30.199068,66.983256,6,False,,2026-03-19 03:36:41
INT_005107,USR_0064,DRV_0512,30.199068,66.983256,7,False,,2026-03-19 03:36:41
INT_005108,USR_0064,DRV_1981,30.199068,66.983256,8,False,,2026-03-19 03:36:41
INT_005109,USR_0064,DRV_2679,30.199068,66.983256,9,False,,2026-03-19 03:36:41
INT_005110,USR_0064,DRV_0187,30.199068,66.983256,10,True,5.0,2026-03-19 03:36:41
INT_005111,USR_0064,DRV_2541,30.199068,66.983256,1,True,3.1,2026-02-18 01:02:41
INT_005112,USR_0064,DRV_1823,30.199068,66.983256,2,False,,2026-02-18 01:02:41
INT_005113,USR_0064,DRV_1924,30.199068,66.983256,3,False,,2026-02-18 01:02:41
INT_005114,USR_0064,DRV_1241,30.199068,66.983256,4,False,,2026-02-18 01:02:41
INT_005115,USR_0064,DRV_2560,30.199068,66.983256,5,False,,2026-02-18 01:02:41
INT_005116,USR_0064,DRV_2535,30.199068,66.983256,6,False,,2026-02-18 01:02:41
INT_005117,USR_0064,DRV_0512,30.199068,66.983256,7,False,,2026-02-18 01:02:41
INT_005118,USR_0064,DRV_1981,30.199068,66.983256,8,False,,2026-02-18 01:02:41
INT_005119,USR_0064,DRV_2679,30.199068,66.983256,9,False,,2026-02-18 01:02:41
INT_005120,USR_0064,DRV_0187,30.199068,66.983256,10,False,,2026-02-18 01:02:41
INT_005121,USR_0065,DRV_1104,32.170347,74.197417,1,False,,2025-12-27 02:41:41
INT_005122,USR_0065,DRV_1900,32.170347,74.197417,2,False,,2025-12-27 02:41:41
INT_005123,USR_0065,DRV_0577,32.170347,74.197417,3,False,,2025-12-27 02:41:41
INT_005124,USR_0065,DRV_0259,32.170347,74.197417,4,False,,2025-12-27 02:41:41
INT_005125,USR_0065,DRV_0645,32.170347,74.197417,5,False,,2025-12-27 02:41:41
INT_005126,USR_0065,DRV_0884,32.170347,74.197417,6,False,,2025-12-27 02:41:41
INT_005127,USR_0065,DRV_2254,32.170347,74.197417,7,False,,2025-12-27 02:41:41
INT_005128,USR_0065,DRV_1922,32.170347,74.197417,8,True,2.0,2025-12-27 02:41:41
INT_005129,USR_0065,DRV_1002,32.170347,74.197417,9,False,,2025-12-27 02:41:41
INT_005130,USR_0065,DRV_0611,32.170347,74.197417,10,False,,2025-12-27 02:41:41
INT_005131,USR_0065,DRV_1104,32.170347,74.197417,1,False,,2026-03-17 21:10:41
INT_005132,USR_0065,DRV_1900,32.170347,74.197417,2,False,,2026-03-17 21:10:41
INT_005133,USR_0065,DRV_0577,32.170347,74.197417,3,False,,2026-03-17 21:10:41
INT_005134,USR_0065,DRV_0259,32.170347,74.197417,4,False,,2026-03-17 21:10:41
INT_005135,USR_0065,DRV_0645,32.170347,74.197417,5,True,2.5,2026-03-17 21:10:41
INT_005136,USR_0065,DRV_0884,32.170347,74.197417,6,False,,2026-03-17 21:10:41
INT_005137,USR_0065,DRV_2254,32.170347,74.197417,7,False,,2026-03-17 21:10:41
INT_005138,USR_0065,DRV_1922,32.170347,74.197417,8,False,,2026-03-17 21:10:41
INT_005139,USR_0065,DRV_1002,32.170347,74.197417,9,False,,2026-03-17 21:10:41
INT_005140,USR_0065,DRV_0611,32.170347,74.197417,10,False,,2026-03-17 21:10:41
INT_005141,USR_0065,DRV_1104,32.170347,74.197417,1,False,,2026-02-10 04:45:41
INT_005142,USR_0065,DRV_1900,32.170347,74.197417,2,False,,2026-02-10 04:45:41
INT_005143,USR_0065,DRV_0577,32.170347,74.197417,3,True,3.8,2026-02-10 04:45:41
INT_005144,USR_0065,DRV_0259,32.170347,74.197417,4,False,,2026-02-10 04:45:41
INT_005145,USR_0065,DRV_0645,32.170347,74.197417,5,False,,2026-02-10 04:45:41
INT_005146,USR_0065,DRV_0884,32.170347,74.197417,6,False,,2026-02-10 04:45:41
INT_005147,USR_0065,DRV_2254,32.170347,74.197417,7,False,,2026-02-10 04:45:41
INT_005148,USR_0065,DRV_1922,32.170347,74.197417,8,False,,2026-02-10 04:45:41
INT_005149,USR_0065,DRV_1002,32.170347,74.197417,9,False,,2026-02-10 04:45:41
INT_005150,USR_0065,DRV_0611,32.170347,74.197417,10,False,,2026-02-10 04:45:41
INT_005151,USR_0065,DRV_1104,32.170347,74.197417,1,False,,2026-01-15 10:57:41
INT_005152,USR_0065,DRV_1900,32.170347,74.197417,2,True,3.6,2026-01-15 10:57:41
INT_005153,USR_0065,DRV_0577,32.170347,74.197417,3,False,,2026-01-15 10:57:41
INT_005154,USR_0065,DRV_0259,32.170347,74.197417,4,False,,2026-01-15 10:57:41
INT_005155,USR_0065,DRV_0645,32.170347,74.197417,5,False,,2026-01-15 10:57:41
INT_005156,USR_0065,DRV_0884,32.170347,74.197417,6,False,,2026-01-15 10:57:41
INT_005157,USR_0065,DRV_2254,32.170347,74.197417,7,False,,2026-01-15 10:57:41
INT_005158,USR_0065,DRV_1922,32.170347,74.197417,8,False,,2026-01-15 10:57:41
INT_005159,USR_0065,DRV_1002,32.170347,74.197417,9,False,,2026-01-15 10:57:41
INT_005160,USR_0065,DRV_0611,32.170347,74.197417,10,False,,2026-01-15 10:57:41
INT_005161,USR_0065,DRV_1104,32.170347,74.197417,1,False,,2025-09-21 07:25:41
INT_005162,USR_0065,DRV_1900,32.170347,74.197417,2,True,3.9,2025-09-21 07:25:41
INT_005163,USR_0065,DRV_0577,32.170347,74.197417,3,False,,2025-09-21 07:25:41
INT_005164,USR_0065,DRV_0259,32.170347,74.197417,4,False,,2025-09-21 07:25:41
INT_005165,USR_0065,DRV_0645,32.170347,74.197417,5,False,,2025-09-21 07:25:41
INT_005166,USR_0065,DRV_0884,32.170347,74.197417,6,False,,2025-09-21 07:25:41
INT_005167,USR_0065,DRV_2254,32.170347,74.197417,7,False,,2025-09-21 07:25:41
INT_005168,USR_0065,DRV_1922,32.170347,74.197417,8,False,,2025-09-21 07:25:41
INT_005169,USR_0065,DRV_1002,32.170347,74.197417,9,False,,2025-09-21 07:25:41
INT_005170,USR_0065,DRV_0611,32.170347,74.197417,10,False,,2025-09-21 07:25:41
INT_005171,USR_0065,DRV_1104,32.170347,74.197417,1,False,,2026-03-11 00:47:41
INT_005172,USR_0065,DRV_1900,32.170347,74.197417,2,False,,2026-03-11 00:47:41
INT_005173,USR_0065,DRV_0577,32.170347,74.197417,3,False,,2026-03-11 00:47:41
INT_005174,USR_0065,DRV_0259,32.170347,74.197417,4,False,,2026-03-11 00:47:41
INT_005175,USR_0065,DRV_0645,32.170347,74.197417,5,False,,2026-03-11 00:47:41
INT_005176,USR_0065,DRV_0884,32.170347,74.197417,6,False,,2026-03-11 00:47:41
INT_005177,USR_0065,DRV_2254,32.170347,74.197417,7,False,,2026-03-11 00:47:41
INT_005178,USR_0065,DRV_1922,32.170347,74.197417,8,False,,2026-03-11 00:47:41
INT_005179,USR_0065,DRV_1002,32.170347,74.197417,9,True,5.0,2026-03-11 00:47:41
INT_005180,USR_0065,DRV_0611,32.170347,74.197417,10,False,,2026-03-11 00:47:41
INT_005181,USR_0065,DRV_1104,32.170347,74.197417,1,False,,2025-12-26 20:38:41
INT_005182,USR_0065,DRV_1900,32.170347,74.197417,2,False,,2025-12-26 20:38:41
INT_005183,USR_0065,DRV_0577,32.170347,74.197417,3,True,3.7,2025-12-26 20:38:41
INT_005184,USR_0065,DRV_0259,32.170347,74.197417,4,False,,2025-12-26 20:38:41
INT_005185,USR_0065,DRV_0645,32.170347,74.197417,5,False,,2025-12-26 20:38:41
INT_005186,USR_0065,DRV_0884,32.170347,74.197417,6,False,,2025-12-26 20:38:41
INT_005187,USR_0065,DRV_2254,32.170347,74.197417,7,False,,2025-12-26 20:38:41
INT_005188,USR_0065,DRV_1922,32.170347,74.197417,8,False,,2025-12-26 20:38:41
INT_005189,USR_0065,DRV_1002,32.170347,74.197417,9,False,,2025-12-26 20:38:41
INT_005190,USR_0065,DRV_0611,32.170347,74.197417,10,False,,2025-12-26 20:38:41
INT_005191,USR_0065,DRV_1104,32.170347,74.197417,1,False,,2026-02-13 03:53:41
INT_005192,USR_0065,DRV_1900,32.170347,74.197417,2,True,4.3,2026-02-13 03:53:41
INT_005193,USR_0065,DRV_0577,32.170347,74.197417,3,False,,2026-02-13 03:53:41
INT_005194,USR_0065,DRV_0259,32.170347,74.197417,4,False,,2026-02-13 03:53:41
INT_005195,USR_0065,DRV_0645,32.170347,74.197417,5,False,,2026-02-13 03:53:41
INT_005196,USR_0065,DRV_0884,32.170347,74.197417,6,False,,2026-02-13 03:53:41
INT_005197,USR_0065,DRV_2254,32.170347,74.197417,7,False,,2026-02-13 03:53:41
INT_005198,USR_0065,DRV_1922,32.170347,74.197417,8,False,,2026-02-13 03:53:41
INT_005199,USR_0065,DRV_1002,32.170347,74.197417,9,False,,2026-02-13 03:53:41
INT_005200,USR_0065,DRV_0611,32.170347,74.197417,10,False,,2026-02-13 03:53:41
INT_005201,USR_0066,DRV_0960,31.40091,73.062784,1,False,,2026-02-20 10:13:41
INT_005202,USR_0066,DRV_0878,31.40091,73.062784,2,False,,2026-02-20 10:13:41
INT_005203,USR_0066,DRV_2222,31.40091,73.062784,3,False,,2026-02-20 10:13:41
INT_005204,USR_0066,DRV_0931,31.40091,73.062784,4,False,,2026-02-20 10:13:41
INT_005205,USR_0066,DRV_0766,31.40091,73.062784,5,True,4.2,2026-02-20 10:13:41
INT_005206,USR_0066,DRV_2091,31.40091,73.062784,6,False,,2026-02-20 10:13:41
INT_005207,USR_0066,DRV_2446,31.40091,73.062784,7,False,,2026-02-20 10:13:41
INT_005208,USR_0066,DRV_1330,31.40091,73.062784,8,False,,2026-02-20 10:13:41
INT_005209,USR_0066,DRV_0844,31.40091,73.062784,9,False,,2026-02-20 10:13:41
INT_005210,USR_0066,DRV_0158,31.40091,73.062784,10,False,,2026-02-20 10:13:41
INT_005211,USR_0066,DRV_0960,31.40091,73.062784,1,False,,2026-02-25 14:49:41
INT_005212,USR_0066,DRV_0878,31.40091,73.062784,2,False,,2026-02-25 14:49:41
INT_005213,USR_0066,DRV_2222,31.40091,73.062784,3,False,,2026-02-25 14:49:41
INT_005214,USR_0066,DRV_0931,31.40091,73.062784,4,False,,2026-02-25 14:49:41
INT_005215,USR_0066,DRV_0766,31.40091,73.062784,5,False,,2026-02-25 14:49:41
INT_005216,USR_0066,DRV_2091,31.40091,73.062784,6,False,,2026-02-25 14:49:41
INT_005217,USR_0066,DRV_2446,31.40091,73.062784,7,False,,2026-02-25 14:49:41
INT_005218,USR_0066,DRV_1330,31.40091,73.062784,8,True,4.0,2026-02-25 14:49:41
INT_005219,USR_0066,DRV_0844,31.40091,73.062784,9,False,,2026-02-25 14:49:41
INT_005220,USR_0066,DRV_0158,31.40091,73.062784,10,False,,2026-02-25 14:49:41
INT_005221,USR_0066,DRV_0960,31.40091,73.062784,1,False,,2026-03-19 04:43:41
INT_005222,USR_0066,DRV_0878,31.40091,73.062784,2,False,,2026-03-19 04:43:41
INT_005223,USR_0066,DRV_2222,31.40091,73.062784,3,False,,2026-03-19 04:43:41
INT_005224,USR_0066,DRV_0931,31.40091,73.062784,4,False,,2026-03-19 04:43:41
INT_005225,USR_0066,DRV_0766,31.40091,73.062784,5,True,4.7,2026-03-19 04:43:41
INT_005226,USR_0066,DRV_2091,31.40091,73.062784,6,False,,2026-03-19 04:43:41
INT_005227,USR_0066,DRV_2446,31.40091,73.062784,7,False,,2026-03-19 04:43:41
INT_005228,USR_0066,DRV_1330,31.40091,73.062784,8,False,,2026-03-19 04:43:41
INT_005229,USR_0066,DRV_0844,31.40091,73.062784,9,False,,2026-03-19 04:43:41
INT_005230,USR_0066,DRV_0158,31.40091,73.062784,10,False,,2026-03-19 04:43:41
INT_005231,USR_0066,DRV_0960,31.40091,73.062784,1,False,,2026-02-13 07:19:41
INT_005232,USR_0066,DRV_0878,31.40091,73.062784,2,True,3.6,2026-02-13 07:19:41
INT_005233,USR_0066,DRV_2222,31.40091,73.062784,3,False,,2026-02-13 07:19:41
INT_005234,USR_0066,DRV_0931,31.40091,73.062784,4,False,,2026-02-13 07:19:41
INT_005235,USR_0066,DRV_0766,31.40091,73.062784,5,False,,2026-02-13 07:19:41
INT_005236,USR_0066,DRV_2091,31.40091,73.062784,6,False,,2026-02-13 07:19:41
INT_005237,USR_0066,DRV_2446,31.40091,73.062784,7,False,,2026-02-13 07:19:41
INT_005238,USR_0066,DRV_1330,31.40091,73.062784,8,False,,2026-02-13 07:19:41
INT_005239,USR_0066,DRV_0844,31.40091,73.062784,9,False,,2026-02-13 07:19:41
INT_005240,USR_0066,DRV_0158,31.40091,73.062784,10,False,,2026-02-13 07:19:41
INT_005241,USR_0066,DRV_0960,31.40091,73.062784,1,True,3.9,2026-01-21 01:17:41
INT_005242,USR_0066,DRV_0878,31.40091,73.062784,2,False,,2026-01-21 01:17:41
INT_005243,USR_0066,DRV_2222,31.40091,73.062784,3,False,,2026-01-21 01:17:41
INT_005244,USR_0066,DRV_0931,31.40091,73.062784,4,False,,2026-01-21 01:17:41
INT_005245,USR_0066,DRV_0766,31.40091,73.062784,5,False,,2026-01-21 01:17:41
INT_005246,USR_0066,DRV_2091,31.40091,73.062784,6,False,,2026-01-21 01:17:41
INT_005247,USR_0066,DRV_2446,31.40091,73.062784,7,False,,2026-01-21 01:17:41
INT_005248,USR_0066,DRV_1330,31.40091,73.062784,8,False,,2026-01-21 01:17:41
INT_005249,USR_0066,DRV_0844,31.40091,73.062784,9,False,,2026-01-21 01:17:41
INT_005250,USR_0066,DRV_0158,31.40091,73.062784,10,False,,2026-01-21 01:17:41
INT_005251,USR_0066,DRV_0960,31.40091,73.062784,1,False,,2026-03-17 13:51:41
INT_005252,USR_0066,DRV_0878,31.40091,73.062784,2,False,,2026-03-17 13:51:41
INT_005253,USR_0066,DRV_2222,31.40091,73.062784,3,False,,2026-03-17 13:51:41
INT_005254,USR_0066,DRV_0931,31.40091,73.062784,4,False,,2026-03-17 13:51:41
INT_005255,USR_0066,DRV_0766,31.40091,73.062784,5,False,,2026-03-17 13:51:41
INT_005256,USR_0066,DRV_2091,31.40091,73.062784,6,False,,2026-03-17 13:51:41
INT_005257,USR_0066,DRV_2446,31.40091,73.062784,7,False,,2026-03-17 13:51:41
INT_005258,USR_0066,DRV_1330,31.40091,73.062784,8,True,5.0,2026-03-17 13:51:41
INT_005259,USR_0066,DRV_0844,31.40091,73.062784,9,False,,2026-03-17 13:51:41
INT_005260,USR_0066,DRV_0158,31.40091,73.062784,10,False,,2026-03-17 13:51:41
INT_005261,USR_0066,DRV_0960,31.40091,73.062784,1,False,,2026-02-17 06:01:41
INT_005262,USR_0066,DRV_0878,31.40091,73.062784,2,False,,2026-02-17 06:01:41
INT_005263,USR_0066,DRV_2222,31.40091,73.062784,3,False,,2026-02-17 06:01:41
INT_005264,USR_0066,DRV_0931,31.40091,73.062784,4,False,,2026-02-17 06:01:41
INT_005265,USR_0066,DRV_0766,31.40091,73.062784,5,False,,2026-02-17 06:01:41
INT_005266,USR_0066,DRV_2091,31.40091,73.062784,6,False,,2026-02-17 06:01:41
INT_005267,USR_0066,DRV_2446,31.40091,73.062784,7,True,3.7,2026-02-17 06:01:41
INT_005268,USR_0066,DRV_1330,31.40091,73.062784,8,False,,2026-02-17 06:01:41
INT_005269,USR_0066,DRV_0844,31.40091,73.062784,9,False,,2026-02-17 06:01:41
INT_005270,USR_0066,DRV_0158,31.40091,73.062784,10,False,,2026-02-17 06:01:41
INT_005271,USR_0066,DRV_0960,31.40091,73.062784,1,False,,2026-01-27 22:48:41
INT_005272,USR_0066,DRV_0878,31.40091,73.062784,2,False,,2026-01-27 22:48:41
INT_005273,USR_0066,DRV_2222,31.40091,73.062784,3,False,,2026-01-27 22:48:41
INT_005274,USR_0066,DRV_0931,31.40091,73.062784,4,False,,2026-01-27 22:48:41
INT_005275,USR_0066,DRV_0766,31.40091,73.062784,5,True,4.4,2026-01-27 22:48:41
INT_005276,USR_0066,DRV_2091,31.40091,73.062784,6,False,,2026-01-27 22:48:41
INT_005277,USR_0066,DRV_2446,31.40091,73.062784,7,False,,2026-01-27 22:48:41
INT_005278,USR_0066,DRV_1330,31.40091,73.062784,8,False,,2026-01-27 22:48:41
INT_005279,USR_0066,DRV_0844,31.40091,73.062784,9,False,,2026-01-27 22:48:41
INT_005280,USR_0066,DRV_0158,31.40091,73.062784,10,False,,2026-01-27 22:48:41
INT_005281,USR_0067,DRV_1564,31.880173,70.897108,1,False,,2026-01-10 23:25:41
INT_005282,USR_0067,DRV_0658,31.880173,70.897108,2,False,,2026-01-10 23:25:41
INT_005283,USR_0067,DRV_1838,31.880173,70.897108,3,False,,2026-01-10 23:25:41
INT_005284,USR_0067,DRV_1273,31.880173,70.897108,4,True,2.3,2026-01-10 23:25:41
INT_005285,USR_0067,DRV_0354,31.880173,70.897108,5,False,,2026-01-10 23:25:41
INT_005286,USR_0067,DRV_1862,31.880173,70.897108,6,False,,2026-01-10 23:25:41
INT_005287,USR_0067,DRV_0742,31.880173,70.897108,7,False,,2026-01-10 23:25:41
INT_005288,USR_0067,DRV_2275,31.880173,70.897108,8,False,,2026-01-10 23:25:41
INT_005289,USR_0067,DRV_0058,31.880173,70.897108,9,False,,2026-01-10 23:25:41
INT_005290,USR_0067,DRV_1950,31.880173,70.897108,10,False,,2026-01-10 23:25:41
INT_005291,USR_0067,DRV_1564,31.880173,70.897108,1,False,,2026-03-11 11:29:41
INT_005292,USR_0067,DRV_0658,31.880173,70.897108,2,True,2.4,2026-03-11 11:29:41
INT_005293,USR_0067,DRV_1838,31.880173,70.897108,3,False,,2026-03-11 11:29:41
INT_005294,USR_0067,DRV_1273,31.880173,70.897108,4,False,,2026-03-11 11:29:41
INT_005295,USR_0067,DRV_0354,31.880173,70.897108,5,False,,2026-03-11 11:29:41
INT_005296,USR_0067,DRV_1862,31.880173,70.897108,6,False,,2026-03-11 11:29:41
INT_005297,USR_0067,DRV_0742,31.880173,70.897108,7,False,,2026-03-11 11:29:41
INT_005298,USR_0067,DRV_2275,31.880173,70.897108,8,False,,2026-03-11 11:29:41
INT_005299,USR_0067,DRV_0058,31.880173,70.897108,9,False,,2026-03-11 11:29:41
INT_005300,USR_0067,DRV_1950,31.880173,70.897108,10,False,,2026-03-11 11:29:41
INT_005301,USR_0067,DRV_1564,31.880173,70.897108,1,False,,2026-02-18 09:28:41
INT_005302,USR_0067,DRV_0658,31.880173,70.897108,2,False,,2026-02-18 09:28:41
INT_005303,USR_0067,DRV_1838,31.880173,70.897108,3,True,3.6,2026-02-18 09:28:41
INT_005304,USR_0067,DRV_1273,31.880173,70.897108,4,False,,2026-02-18 09:28:41
INT_005305,USR_0067,DRV_0354,31.880173,70.897108,5,False,,2026-02-18 09:28:41
INT_005306,USR_0067,DRV_1862,31.880173,70.897108,6,False,,2026-02-18 09:28:41
INT_005307,USR_0067,DRV_0742,31.880173,70.897108,7,False,,2026-02-18 09:28:41
INT_005308,USR_0067,DRV_2275,31.880173,70.897108,8,False,,2026-02-18 09:28:41
INT_005309,USR_0067,DRV_0058,31.880173,70.897108,9,False,,2026-02-18 09:28:41
INT_005310,USR_0067,DRV_1950,31.880173,70.897108,10,False,,2026-02-18 09:28:41
INT_005311,USR_0067,DRV_1564,31.880173,70.897108,1,False,,2026-03-12 08:05:41
INT_005312,USR_0067,DRV_0658,31.880173,70.897108,2,False,,2026-03-12 08:05:41
INT_005313,USR_0067,DRV_1838,31.880173,70.897108,3,False,,2026-03-12 08:05:41
INT_005314,USR_0067,DRV_1273,31.880173,70.897108,4,False,,2026-03-12 08:05:41
INT_005315,USR_0067,DRV_0354,31.880173,70.897108,5,False,,2026-03-12 08:05:41
INT_005316,USR_0067,DRV_1862,31.880173,70.897108,6,True,1.9,2026-03-12 08:05:41
INT_005317,USR_0067,DRV_0742,31.880173,70.897108,7,False,,2026-03-12 08:05:41
INT_005318,USR_0067,DRV_2275,31.880173,70.897108,8,False,,2026-03-12 08:05:41
INT_005319,USR_0067,DRV_0058,31.880173,70.897108,9,False,,2026-03-12 08:05:41
INT_005320,USR_0067,DRV_1950,31.880173,70.897108,10,False,,2026-03-12 08:05:41
INT_005321,USR_0067,DRV_1564,31.880173,70.897108,1,False,,2025-11-15 18:32:41
INT_005322,USR_0067,DRV_0658,31.880173,70.897108,2,False,,2025-11-15 18:32:41
